time,count,precinct
1609858966629,129,Kingsley Elem
1609862502848,173,Kingsley Elem
1609866009005,235,Kingsley Elem
1609869667433,262,Kingsley Elem
1609873124806,288,Kingsley Elem
1609876668741,315,Kingsley Elem
1609880391587,351,Kingsley Elem
1609884004659,378,Kingsley Elem
1609887566492,408,Kingsley Elem
1609891251952,427,Kingsley Elem
1609851742864,7,Kelley Chapel Road
1609855374541,20,Kelley Chapel Road
1609859112250,32,Kelley Chapel Road
1609862730158,45,Kelley Chapel Road
1609866048477,57,Kelley Chapel Road
1609870083571,79,Kelley Chapel Road
1609873427292,94,Kelley Chapel Road
1609876965775,105,Kelley Chapel Road
1609880446173,124,Kelley Chapel Road
1609884316254,138,Kelley Chapel Road
1609887865272,160,Kelley Chapel Road
1609891281365,177,Kelley Chapel Road
1609852075563,40,Knollwood
1609855627318,58,Knollwood
1609859130551,86,Knollwood
1609862777156,118,Knollwood
1609866429603,146,Knollwood
1609869637859,171,Knollwood
1609873671518,205,Knollwood
1609876905982,227,Knollwood
1609880562849,260,Knollwood
1609887757147,348,Knollwood
1609857292881,93,Kittredge Elem
1609858498022,104,Kittredge Elem
1609860259121,126,Kittredge Elem
1609861109939,135,Kittredge Elem
1609864013572,156,Kittredge Elem
1609866859829,177,Kittredge Elem
1609870053815,200,Kittredge Elem
1609873094124,218,Kittredge Elem
1609875140449,235,Kittredge Elem
1609878087469,258,Kittredge Elem
1609882828762,282,Kittredge Elem
1609884602110,290,Kittredge Elem
1609887383061,308,Kittredge Elem
1609889149099,314,Kittredge Elem
1609848166483,0,Lakeside High
1609851650154,56,Lakeside High
1609855177910,108,Lakeside High
1609858622934,152,Lakeside High
1609862554712,212,Lakeside High
1609865991247,260,Lakeside High
1609873475882,353,Lakeside High
1609876517512,375,Lakeside High
1609880749048,433,Lakeside High
1609883554046,454,Lakeside High
1609887295438,497,Lakeside High
1609891371031,516,Lakeside High
1609855320916,67,Lavista Road
1609862464141,138,Lavista Road
1609869613586,203,Lavista Road
1609877301659,248,Lavista Road
1609883978741,298,Lavista Road
1609891225487,327,Lavista Road
1609849512495,14,Lavista
1609852024253,39,Lavista
1609856170829,78,Lavista
1609859753995,102,Lavista
1609887353013,372,Lavista
1609855255254,35,Lithonia
1609862567055,78,Lithonia
1609869243596,115,Lithonia
1609876476086,152,Lithonia
1609884144411,209,Lithonia
1609851845909,40,Lin-Mary Lin Elem
1609856546060,65,Lin-Mary Lin Elem
1609862342725,108,Lin-Mary Lin Elem
1609871741594,173,Lin-Mary Lin Elem
1609875342601,211,Lin-Mary Lin Elem
1609878627171,233,Lin-Mary Lin Elem
1609880591832,244,Lin-Mary Lin Elem
1609888603111,283,Lin-Mary Lin Elem
1609851601181,37,Lithonia High
1609855257449,54,Lithonia High
1609859353099,93,Lithonia High
1609862246437,108,Lithonia High
1609867909996,149,Lithonia High
1609869724149,173,Lithonia High
1609873975436,205,Lithonia High
1609881199769,257,Lithonia High
1609885092337,319,Lithonia High
1609887699045,369,Lithonia High
1609851801660,20,Livsey Elem
1609855314558,38,Livsey Elem
1609859164510,59,Livsey Elem
1609862540634,81,Livsey Elem
1609866095177,101,Livsey Elem
1609869844741,117,Livsey Elem
1609873581494,137,Livsey Elem
1609876992363,152,Livsey Elem
1609880787012,177,Livsey Elem
1609884329673,202,Livsey Elem
1609887758139,213,Livsey Elem
1609892198681,222,Livsey Elem
1609851944483,43,Miller-Eldridge L Miller Elem
1609855142680,68,Miller-Eldridge L Miller Elem
1609859409550,95,Miller-Eldridge L Miller Elem
1609862408791,113,Miller-Eldridge L Miller Elem
1609867063688,151,Miller-Eldridge L Miller Elem
1609869673452,169,Miller-Eldridge L Miller Elem
1609873771550,194,Miller-Eldridge L Miller Elem
1609876687633,215,Miller-Eldridge L Miller Elem
1609880685239,234,Miller-Eldridge L Miller Elem
1609884323614,280,Miller-Eldridge L Miller Elem
1609887700140,320,Miller-Eldridge L Miller Elem
1609851971399,35,Candler-Murphey Candler Elem
1609855613331,55,Candler-Murphey Candler Elem
1609858716105,88,Candler-Murphey Candler Elem
1609862546334,130,Candler-Murphey Candler Elem
1609865897241,152,Candler-Murphey Candler Elem
1609870139004,185,Candler-Murphey Candler Elem
1609877398859,255,Candler-Murphey Candler Elem
1609880605054,284,Candler-Murphey Candler Elem
1609884206621,331,Candler-Murphey Candler Elem
1609887844454,373,Candler-Murphey Candler Elem
1609854227472,61,Marbut Elem
1609862452207,116,Marbut Elem
1609870115934,190,Marbut Elem
1609878256110,260,Marbut Elem
1609885283179,330,Marbut Elem
1609892960571,416,Marbut Elem
1609852379399,47,McLendon
1609855424721,90,McLendon
1609858944305,112,McLendon
1609862469626,142,McLendon
1609867311706,204,McLendon
1609869843485,222,McLendon
1609873652752,255,McLendon
1609879179018,306,McLendon
1609881559058,326,McLendon
1609884653598,366,McLendon
1609888151788,409,McLendon
1609851953695,69,McWilliams
1609855965133,116,McWilliams
1609860482959,175,McWilliams
1609867960095,274,McWilliams
1609870449725,314,McWilliams
1609873112239,351,McWilliams
1609876944714,397,McWilliams
1609880581181,449,McWilliams
1609884245235,514,McWilliams
1609887799655,581,McWilliams
1609891604903,648,McWilliams
1609895814934,674,McWilliams
1609851638592,44,Medlock
1609855347164,72,Medlock
1609858813672,92,Medlock
1609862419484,129,Medlock
1609866089991,165,Medlock
1609869862833,199,Medlock
1609874142884,238,Medlock
1609876865180,259,Medlock
1609880504302,288,Medlock
1609884064354,308,Medlock
1609887719769,334,Medlock
1609891368625,343,Medlock
1609892430600,342,Medlock
1609852260441,50,Midvale Elem
1609855287996,90,Midvale Elem
1609859038874,133,Midvale Elem
1609863718672,192,Midvale Elem
1609866291769,239,Midvale Elem
1609873650294,316,Midvale Elem
1609877348359,346,Midvale Elem
1609881046549,379,Midvale Elem
1609884227300,404,Midvale Elem
1609888026719,442,Midvale Elem
1609849885536,17,Montclair Elem
1609851245931,28,Montclair Elem
1609853619165,48,Montclair Elem
1609855709434,59,Montclair Elem
1609857287752,73,Montclair Elem
1609859495747,87,Montclair Elem
1609862304386,114,Montclair Elem
1609864128937,131,Montclair Elem
1609866276313,147,Montclair Elem
1609867923239,156,Montclair Elem
1609869670076,168,Montclair Elem
1609871304566,193,Montclair Elem
1609872765233,202,Montclair Elem
1609875034913,210,Montclair Elem
1609876402847,221,Montclair Elem
1609879611723,241,Montclair Elem
1609881677090,249,Montclair Elem
1609883405918,274,Montclair Elem
1609884823368,282,Montclair Elem
1609887475338,307,Montclair Elem
1609889571267,330,Montclair Elem
1609890256432,334,Montclair Elem
1609852071866,39,Montreal
1609852587362,45,Memorial South
1609855365439,63,Memorial South
1609859001801,85,Memorial South
1609862690650,109,Memorial South
1609867200764,149,Memorial South
1609870798067,174,Memorial South
1609873399338,206,Memorial South
1609877216268,229,Memorial South
1609880800999,270,Memorial South
1609884906719,311,Memorial South
1609888480736,366,Memorial South
1609848943731,18,McNair Academy
1609850374227,39,McNair Academy
1609851552473,49,McNair Academy
1609853864820,65,McNair Academy
1609855320522,80,McNair Academy
1609857730744,102,McNair Academy
1609859231935,113,McNair Academy
1609860647280,127,McNair Academy
1609862833382,146,McNair Academy
1609864261184,164,McNair Academy
1609866942255,191,McNair Academy
1609868361054,210,McNair Academy
1609869933449,232,McNair Academy
1609871798402,258,McNair Academy
1609875503746,289,McNair Academy
1609877000649,301,McNair Academy
1609879019020,323,McNair Academy
1609880840368,349,McNair Academy
1609884453461,394,McNair Academy
1609886086931,417,McNair Academy
1609887748561,440,McNair Academy
1609889769684,470,McNair Academy
1609891603052,481,McNair Academy
1609848851349,15,Mount Vernon East
1609851397665,47,Mount Vernon East
1609855259705,84,Mount Vernon East
1609859051479,149,Mount Vernon East
1609862419196,199,Mount Vernon East
1609866336969,256,Mount Vernon East
1609869618887,288,Mount Vernon East
1609872818814,317,Mount Vernon East
1609876769730,353,Mount Vernon East
1609880557688,400,Mount Vernon East
1609883799884,429,Mount Vernon East
1609887582762,457,Mount Vernon East
1609891379353,477,Mount Vernon East
1609851897852,27,Mathis-Bob Mathis Elem
1609856149722,47,Mathis-Bob Mathis Elem
1609859594548,62,Mathis-Bob Mathis Elem
1609862704286,81,Mathis-Bob Mathis Elem
1609869750992,119,Mathis-Bob Mathis Elem
1609873590611,139,Mathis-Bob Mathis Elem
1609877708810,151,Mathis-Bob Mathis Elem
1609880771615,172,Mathis-Bob Mathis Elem
1609884480777,214,Mathis-Bob Mathis Elem
1609888076882,235,Mathis-Bob Mathis Elem
1609891842119,252,Mathis-Bob Mathis Elem
1609851920846,26,Mount Vernon West
1609855382369,51,Mount Vernon West
1609859148999,71,Mount Vernon West
1609862585625,99,Mount Vernon West
1609866405348,127,Mount Vernon West
1609870138778,150,Mount Vernon West
1609873554567,169,Mount Vernon West
1609877043459,192,Mount Vernon West
1609880719266,215,Mount Vernon West
1609884274378,239,Mount Vernon West
1609888038779,268,Mount Vernon West
1609891526350,279,Mount Vernon West
1609848990556,15,Metropolitan
1609851742716,28,Metropolitan
1609855333959,65,Metropolitan
1609859464185,86,Metropolitan
1609862452070,123,Metropolitan
1609866109315,152,Metropolitan
1609869715974,175,Metropolitan
1609873615083,202,Metropolitan
1609877021438,230,Metropolitan
1609880354528,248,Metropolitan
1609884115154,280,Metropolitan
1609887679906,301,Metropolitan
1609891291931,322,Metropolitan
1609851907916,47,Montgomery Elem
1609855219303,86,Montgomery Elem
1609859950036,142,Montgomery Elem
1609862763978,174,Montgomery Elem
1609866013671,212,Montgomery Elem
1609869850357,244,Montgomery Elem
1609873412995,280,Montgomery Elem
1609876577462,320,Montgomery Elem
1609880977687,364,Montgomery Elem
1609884720823,390,Montgomery Elem
1609887744347,408,Montgomery Elem
1609852384789,33,Miller Grove Road
1609857843563,57,Miller Grove Road
1609860875733,83,Miller Grove Road
1609864161271,100,Miller Grove Road
1609867994150,120,Miller Grove Road
1609872058751,141,Miller Grove Road
1609875223326,161,Miller Grove Road
1609878905470,183,Miller Grove Road
1609882592323,206,Miller Grove Road
1609886108431,231,Miller Grove Road
1609889932183,254,Miller Grove Road
1609855275753,133,Midvale Road
1609864849355,202,Midvale Road
1609866418943,333,Midvale Road
1609869689564,393,Midvale Road
1609884186068,613,Midvale Road
1609855252723,96,Miller Grove High
1609863426170,182,Miller Grove High
1609869874733,258,Miller Grove High
1609876688348,359,Miller Grove High
1609886225642,502,Miller Grove High
1609891727685,628,Miller Grove High
1609848319632,4,North Hairston
1609851696050,26,North Hairston
1609855270850,49,North Hairston
1609863856039,89,North Hairston
1609866079188,109,North Hairston
1609869780280,141,North Hairston
1609874070511,159,North Hairston
1609876937450,175,North Hairston
1609880972123,211,North Hairston
1609887653630,268,North Hairston
1609852771602,40,Northlake
1609859225200,98,Northlake
1609864710376,133,Northlake
1609869041921,171,Northlake
1609879281286,222,Northlake
1609851844944,30,North Peachtree
1609855327772,54,North Peachtree
1609858836645,80,North Peachtree
1609862397392,107,North Peachtree
1609866064099,132,North Peachtree
1609869651767,160,North Peachtree
1609873539111,182,North Peachtree
1609876844136,197,North Peachtree
1609881036810,220,North Peachtree
1609887481382,256,North Peachtree
1609851945602,41,Oak Grove Elem
1609855495949,76,Oak Grove Elem
1609859051316,122,Oak Grove Elem
1609862765055,154,Oak Grove Elem
1609866261688,191,Oak Grove Elem
1609870829339,234,Oak Grove Elem
1609875249773,275,Oak Grove Elem
1609877441845,295,Oak Grove Elem
1609885362726,364,Oak Grove Elem
1609848082553,2,Oakcliff Elem
1609851602790,34,Oakcliff Elem
1609855444635,67,Oakcliff Elem
1609858836469,85,Oakcliff Elem
1609862885338,131,Oakcliff Elem
1609866710554,160,Oakcliff Elem
1609870090444,192,Oakcliff Elem
1609873499893,222,Oakcliff Elem
1609877182584,252,Oakcliff Elem
1609880897959,289,Oakcliff Elem
1609884176052,323,Oakcliff Elem
1609887816488,356,Oakcliff Elem
1609896144941,389,Oakcliff Elem
1609848562814,10,Oakhurst
1609849176799,15,Oakhurst
1609853084849,36,Oakhurst
1609856703498,50,Oakhurst
1609860492911,75,Oakhurst
1609863966066,95,Oakhurst
1609868234569,122,Oakhurst
1609872038689,136,Oakhurst
1609875601954,163,Oakhurst
1609878598687,178,Oakhurst
1609882319297,185,Oakhurst
1609885557476,207,Oakhurst
1609889132886,234,Oakhurst
1609856877423,78,Oak View Elem
1609881238537,303,Oak View Elem
1609848291822,0,Peachcrest
1609855343930,76,Peachcrest
1609862797872,150,Peachcrest
1609870014261,237,Peachcrest
1609876804691,309,Peachcrest
1609884170566,420,Peachcrest
1609855535146,54,Peachtree Middle
1609858766995,91,Peachtree Middle
1609862506226,118,Peachtree Middle
1609866896820,154,Peachtree Middle
1609870223180,196,Peachtree Middle
1609873679144,242,Peachtree Middle
1609877684837,287,Peachtree Middle
1609881501336,332,Peachtree Middle
1609884604254,375,Peachtree Middle
1609890626052,450,Peachtree Middle
1609851385393,26,Princeton Elem
1609858299726,62,Princeton Elem
1609862156943,81,Princeton Elem
1609865762823,96,Princeton Elem
1609869481577,109,Princeton Elem
1609872867606,123,Princeton Elem
1609876186167,135,Princeton Elem
1609880263840,163,Princeton Elem
1609883954819,188,Princeton Elem
1609887564814,224,Princeton Elem
1609890345703,251,Princeton Elem
1609855558498,59,Pine Lake
1609862583761,104,Pine Lake
1609869970403,163,Pine Lake
1609876844317,200,Pine Lake
1609884097059,253,Pine Lake
1609851923672,54,Pleasantdale Road
1609855894060,100,Pleasantdale Road
1609859117818,130,Pleasantdale Road
1609862810447,170,Pleasantdale Road
1609866544229,215,Pleasantdale Road
1609869948281,266,Pleasantdale Road
1609873410383,300,Pleasantdale Road
1609877131016,357,Pleasantdale Road
1609880868479,401,Pleasantdale Road
1609885332053,467,Pleasantdale Road
1609888296675,549,Pleasantdale Road
1609848120346,0,Ponce de Leon
1609851588352,25,Ponce de Leon
1609855622579,44,Ponce de Leon
1609859456363,62,Ponce de Leon
1609862516056,76,Ponce de Leon
1609866325322,97,Ponce de Leon
1609869649149,117,Ponce de Leon
1609873362290,132,Ponce de Leon
1609880493725,169,Ponce de Leon
1609884485357,192,Ponce de Leon
1609887886427,217,Ponce de Leon
1609848035822,2,Panola
1609851656157,20,Panola
1609855259600,34,Panola
1609858862699,54,Panola
1609862561945,71,Panola
1609866068150,83,Panola
1609869637068,94,Panola
1609873270778,108,Panola
1609876882809,119,Panola
1609880506047,137,Panola
1609884046538,147,Panola
1609887627670,158,Panola
1609891280764,175,Panola
1609855017366,37,Panola Way Elem
1609859061309,50,Panola Way Elem
1609862527827,64,Panola Way Elem
1609866190632,81,Panola Way Elem
1609870515487,106,Panola Way Elem
1609873328638,131,Panola Way Elem
1609877131260,155,Panola Way Elem
1609880590716,174,Panola Way Elem
1609884196102,192,Panola Way Elem
1609887660103,221,Panola Way Elem
1609857121804,77,Piney Grove
1609865268854,186,Piney Grove
1609851778671,34,Rainbow Elem
1609855306011,23,Rainbow Elem
1609859155858,29,Rainbow Elem
1609862577030,30,Rainbow Elem
1609866118778,42,Rainbow Elem
1609869806536,33,Rainbow Elem
1609873399901,35,Rainbow Elem
1609877063427,28,Rainbow Elem
1609880614241,23,Rainbow Elem
1609884124487,25,Rainbow Elem
1609887708339,35,Rainbow Elem
1609891396808,28,Rainbow Elem
1609851401400,37,Redan Elem
1609862603616,92,Redan Elem
1609866471520,108,Redan Elem
1609869530353,126,Redan Elem
1609876765392,185,Redan Elem
1609881191111,213,Redan Elem
1609884474416,241,Redan Elem
1609887661571,261,Redan Elem
1609893191819,288,Redan Elem
1609852134642,25,Rehoboth
1609855397897,38,Rehoboth
1609859457421,51,Rehoboth
1609862468012,73,Rehoboth
1609866065611,96,Rehoboth
1609869506618,125,Rehoboth
1609873156098,145,Rehoboth
1609877190021,168,Rehoboth
1609880346106,179,Rehoboth
1609884493189,200,Rehoboth
1609887657506,229,Rehoboth
1609852464908,34,Rockbridge Elem
1609857929293,56,Rockbridge Elem
1609863275829,123,Rockbridge Elem
1609867271200,164,Rockbridge Elem
1609870309249,203,Rockbridge Elem
1609874786441,252,Rockbridge Elem
1609878080779,286,Rockbridge Elem
1609882205968,334,Rockbridge Elem
1609886182607,377,Rockbridge Elem
1609852057550,26,Rock Chapel Elem
1609858702997,61,Rock Chapel Elem
1609874666598,175,Rock Chapel Elem
1609882056938,228,Rock Chapel Elem
1609851959447,31,Rowland Elem
1609855566963,64,Rowland Elem
1609858949145,94,Rowland Elem
1609862653715,132,Rowland Elem
1609866157967,171,Rowland Elem
1609877083929,259,Rowland Elem
1609880538299,287,Rowland Elem
1609884886083,337,Rowland Elem
1609887757774,369,Rowland Elem
1609891624460,410,Rowland Elem
1609851683396,37,Redan-Trotti Library
1609855208291,64,Redan-Trotti Library
1609858517875,94,Redan-Trotti Library
1609862715697,109,Redan-Trotti Library
1609866147293,134,Redan-Trotti Library
1609869958025,159,Redan-Trotti Library
1609873397632,178,Redan-Trotti Library
1609878333524,209,Redan-Trotti Library
1609880813864,225,Redan-Trotti Library
1609884966607,270,Redan-Trotti Library
1609888383997,308,Redan-Trotti Library
1609891522135,340,Redan-Trotti Library
1609855427254,88,Rockbridge Road
1609862604741,138,Rockbridge Road
1609870195747,205,Rockbridge Road
1609877028162,257,Rockbridge Road
1609884007815,325,Rockbridge Road
1609891753489,422,Rockbridge Road
1609855083697,58,Rowland Road
1609858829094,73,Rowland Road
1609858858987,83,Rowland Road
1609869495538,146,Rowland Road
1609873161308,170,Rowland Road
1609876820453,193,Rowland Road
1609880342576,213,Rowland Road
1609883921966,244,Rowland Road
1609887204222,268,Rowland Road
1609852122439,25,Redan Road
1609855632031,40,Redan Road
1609858808601,51,Redan Road
1609862439849,83,Redan Road
1609866722888,109,Redan Road
1609870863497,133,Redan Road
1609873289699,143,Redan Road
1609876833658,169,Redan Road
1609880656463,196,Redan Road
1609883936904,221,Redan Road
1609887948450,259,Redan Road
1609891379031,278,Redan Road
1609854961911,46,Rock Chapel Road
1609855179055,41,Rock Chapel Road
1609862247881,81,Rock Chapel Road
1609870281501,130,Rock Chapel Road
1609876763083,168,Rock Chapel Road
1609884447388,240,Rock Chapel Road
1609851782312,15,Redan Middle
1609856410413,30,Redan Middle
1609858855447,44,Redan Middle
1609862998806,60,Redan Middle
1609867325019,83,Redan Middle
1609869625769,95,Redan Middle
1609873621654,123,Redan Middle
1609877948266,147,Redan Middle
1609881662083,166,Redan Middle
1609884321733,180,Redan Middle
1609887648922,204,Redan Middle
1609891499525,225,Redan Middle
1609855220785,84,Sagamore Hills Elem
1609859058360,121,Sagamore Hills Elem
1609862424845,179,Sagamore Hills Elem
1609866043760,219,Sagamore Hills Elem
1609869560864,268,Sagamore Hills Elem
1609873146822,294,Sagamore Hills Elem
1609876920508,326,Sagamore Hills Elem
1609880554516,380,Sagamore Hills Elem
1609884210811,403,Sagamore Hills Elem
1609887554194,433,Sagamore Hills Elem
1609891374292,461,Sagamore Hills Elem
1609848193293,0,Scott
1609851724295,48,Scott
1609856001314,96,Scott
1609858849236,131,Scott
1609863948487,194,Scott
1609870250643,255,Scott
1609873600271,281,Scott
1609878822834,237,Scott
1609885515965,448,Scott
1609887959127,483,Scott
1609848177344,0,Shaw-Robert Shaw Elem
1609864528254,146,Shaw-Robert Shaw Elem
1609866262514,162,Shaw-Robert Shaw Elem
1609867930803,175,Shaw-Robert Shaw Elem
1609870199967,193,Shaw-Robert Shaw Elem
1609872391550,212,Shaw-Robert Shaw Elem
1609873753367,218,Shaw-Robert Shaw Elem
1609875874697,232,Shaw-Robert Shaw Elem
1609877871353,247,Shaw-Robert Shaw Elem
1609878986191,262,Shaw-Robert Shaw Elem
1609881426523,279,Shaw-Robert Shaw Elem
1609882995929,299,Shaw-Robert Shaw Elem
1609884684159,316,Shaw-Robert Shaw Elem
1609886558398,335,Shaw-Robert Shaw Elem
1609888047506,354,Shaw-Robert Shaw Elem
1609889504227,367,Shaw-Robert Shaw Elem
1609891857901,378,Shaw-Robert Shaw Elem
1609848136774,0,Stone Mountain Elem
1609851667599,27,Stone Mountain Elem
1609869547054,122,Stone Mountain Elem
1609873188215,144,Stone Mountain Elem
1609876810484,162,Stone Mountain Elem
1609880408302,176,Stone Mountain Elem
1609884010300,191,Stone Mountain Elem
1609887606417,213,Stone Mountain Elem
1609891340947,228,Stone Mountain Elem
1609891433677,229,Stone Mountain Elem
1609851693705,76,Silver Lake
1609855312839,137,Silver Lake
1609855678820,140,Silver Lake
1609858985181,190,Silver Lake
1609862511023,250,Silver Lake
1609866163249,331,Silver Lake
1609869905564,388,Silver Lake
1609873387407,425,Silver Lake
1609876968579,472,Silver Lake
1609880627235,524,Silver Lake
1609884152911,583,Silver Lake
1609887919365,659,Silver Lake
1609891499359,692,Silver Lake
1609851947744,56,Skyland
1609855054943,108,Skyland
1609858928400,156,Skyland
1609862892732,193,Skyland
1609866431263,246,Skyland
1609870088428,277,Skyland
1609873676951,301,Skyland
1609876862628,324,Skyland
1609880683738,363,Skyland
1609884157813,390,Skyland
1609887708589,423,Skyland
1609891304130,435,Skyland
1609852524319,28,Snapfinger Elem
1609855260628,36,Snapfinger Elem
1609859069788,56,Snapfinger Elem
1609862869061,68,Snapfinger Elem
1609865715840,84,Snapfinger Elem
1609869651080,104,Snapfinger Elem
1609881413817,156,Snapfinger Elem
1609886087759,186,Snapfinger Elem
1609889905665,202,Snapfinger Elem
1609891471520,207,Snapfinger Elem
1609853478376,34,Smoke Rise
1609856672662,53,Smoke Rise
1609859180610,83,Smoke Rise
1609863522851,137,Smoke Rise
1609866326934,172,Smoke Rise
1609870131615,195,Smoke Rise
1609873783286,222,Smoke Rise
1609877302948,262,Smoke Rise
1609881913448,289,Smoke Rise
1609851767102,23,Stone Mtn Middle
1609855740988,50,Stone Mtn Middle
1609859137340,72,Stone Mtn Middle
1609862701013,83,Stone Mtn Middle
1609866281060,111,Stone Mtn Middle
1609870013117,135,Stone Mtn Middle
1609874155400,160,Stone Mtn Middle
1609876975741,188,Stone Mtn Middle
1609884399869,249,Stone Mtn Middle
1609887866262,290,Stone Mtn Middle
1609891686851,323,Stone Mtn Middle
1609848415306,5,Stone Mill Elem
1609852224546,39,Stone Mill Elem
1609855237466,48,Stone Mill Elem
1609855351743,54,Stone Mill Elem
1609858802789,64,Stone Mill Elem
1609862370087,86,Stone Mill Elem
1609864595965,115,Stone Mill Elem
1609866047939,105,Stone Mill Elem
1609871363352,176,Stone Mill Elem
1609874977373,209,Stone Mill Elem
1609879754468,256,Stone Mill Elem
1609883124434,301,Stone Mill Elem
1609887709230,360,Stone Mill Elem
1609849448768,25,Shadow Rock Elem
1609851298496,39,Shadow Rock Elem
1609851454659,46,Shadow Rock Elem
1609853526687,59,Shadow Rock Elem
1609854935404,68,Shadow Rock Elem
1609855428207,71,Shadow Rock Elem
1609857242121,87,Shadow Rock Elem
1609858702973,99,Shadow Rock Elem
1609858835162,97,Shadow Rock Elem
1609860669197,113,Shadow Rock Elem
1609862696413,129,Shadow Rock Elem
1609862818455,138,Shadow Rock Elem
1609865680560,161,Shadow Rock Elem
1609870581822,197,Shadow Rock Elem
1609873301923,215,Shadow Rock Elem
1609877170595,241,Shadow Rock Elem
1609880535703,263,Shadow Rock Elem
1609884064714,283,Shadow Rock Elem
1609888202256,328,Shadow Rock Elem
1609851746034,21,Stoneview Elem
1609856045138,37,Stoneview Elem
1609858741303,48,Stoneview Elem
1609863407275,63,Stoneview Elem
1609866144586,71,Stoneview Elem
1609869926033,92,Stoneview Elem
1609874419930,121,Stoneview Elem
1609876914474,132,Stoneview Elem
1609880343513,153,Stoneview Elem
1609884430515,171,Stoneview Elem
1609887640191,197,Stoneview Elem
1609892503952,215,Stoneview Elem
1609853011274,41,Salem Middle
1609855503394,61,Salem Middle
1609858861065,86,Salem Middle
1609863414431,115,Salem Middle
1609866822663,137,Salem Middle
1609869733316,157,Salem Middle
1609873977037,190,Salem Middle
1609877406649,205,Salem Middle
1609880968817,223,Salem Middle
1609886404619,292,Salem Middle
1609888261160,309,Salem Middle
1609848290977,1,South Deshon
1609849475069,18,South Deshon
1609851620209,26,South Deshon
1609855498027,49,South Deshon
1609858837438,74,South Deshon
1609862426595,96,South Deshon
1609866482521,124,South Deshon
1609866581642,124,South Deshon
1609869576885,156,South Deshon
1609873422879,180,South Deshon
1609876988452,222,South Deshon
1609880611409,255,South Deshon
1609883938689,286,South Deshon
1609887720418,328,South Deshon
1609889527067,352,South Deshon
1609891193731,365,South Deshon
1609851901406,62,Stone Mtn Champion
1609855868925,118,Stone Mtn Champion
1609862718086,212,Stone Mtn Champion
1609866303114,229,Stone Mtn Champion
1609884874328,538,Stone Mtn Champion
1609851963389,26,Snapfinger Road N
1609855316864,51,Snapfinger Road N
1609859316899,75,Snapfinger Road N
1609862501806,95,Snapfinger Road N
1609866412288,115,Snapfinger Road N
1609874482440,159,Snapfinger Road N
1609877186467,181,Snapfinger Road N
1609888404489,301,Snapfinger Road N
1609848718268,12,Snapfinger Road S
1609852749087,24,Snapfinger Road S
1609855792223,34,Snapfinger Road S
1609860158528,56,Snapfinger Road S
1609863103117,67,Snapfinger Road S
1609866906959,90,Snapfinger Road S
1609870410082,111,Snapfinger Road S
1609874672606,136,Snapfinger Road S
1609877778744,143,Snapfinger Road S
1609882169902,168,Snapfinger Road S
1609884974160,188,Snapfinger Road S
1609888756947,216,Snapfinger Road S
1609855322451,51,Stephenson Middle
1609869984982,182,Stephenson Middle
1609877366738,248,Stephenson Middle
1609884382753,312,Stephenson Middle
1609891552250,410,Stephenson Middle
1609852535270,27,South Hairston
1609855102191,48,South Hairston
1609859217062,81,South Hairston
1609866048675,142,South Hairston
1609872681966,205,South Hairston
1609851983576,35,Stephenson High
1609855361985,62,Stephenson High
1609858858459,83,Stephenson High
1609866101214,136,Stephenson High
1609870699918,165,Stephenson High
1609873978397,192,Stephenson High
1609876945466,220,Stephenson High
1609880636600,247,Stephenson High
1609884283807,302,Stephenson High
1609887610058,333,Stephenson High
1609855408871,54,Stonecrest Library
1609862927972,94,Stonecrest Library
1609872253641,134,Stonecrest Library
1609882323700,200,Stonecrest Library
1609884671186,219,Stonecrest Library
1609852101987,28,Snapfinger Road
1609855428402,41,Snapfinger Road
1609859006215,61,Snapfinger Road
1609862827687,90,Snapfinger Road
1609867289949,120,Snapfinger Road
1609870137476,144,Snapfinger Road
1609873742954,168,Snapfinger Road
1609877475212,197,Snapfinger Road
1609880785762,219,Snapfinger Road
1609883910059,265,Snapfinger Road
1609887498700,311,Snapfinger Road
1609851858221,24,Toney Elem
1609855992596,44,Toney Elem
1609858917581,52,Toney Elem
1609862826652,66,Toney Elem
1609866619065,75,Toney Elem
1609869935737,91,Toney Elem
1609873403492,111,Toney Elem
1609876926087,119,Toney Elem
1609880648790,138,Toney Elem
1609884165418,156,Toney Elem
1609887629320,180,Toney Elem
1609891263713,202,Toney Elem
1609866515723,107,Tucker
1609873402169,165,Tucker
1609882861905,217,Tucker
1609887832397,280,Tucker
1609851771433,24,Tilly Mill Road
1609855598920,55,Tilly Mill Road
1609858946609,76,Tilly Mill Road
1609862642769,110,Tilly Mill Road
1609866301832,143,Tilly Mill Road
1609873624365,197,Tilly Mill Road
1609877058602,218,Tilly Mill Road
1609884216949,257,Tilly Mill Road
1609887794914,277,Tilly Mill Road
1609891634376,289,Tilly Mill Road
1609852305207,40,Tucker Library
1609856168501,83,Tucker Library
1609859616667,107,Tucker Library
1609862742328,140,Tucker Library
1609868120769,192,Tucker Library
1609875399414,254,Tucker Library
1609877976037,285,Tucker Library
1609884107462,348,Tucker Library
1609888561184,377,Tucker Library
1609891773273,391,Tucker Library
1609851579940,56,Valley Brook
1609855282483,100,Valley Brook
1609858916041,155,Valley Brook
1609862321864,187,Valley Brook
1609865943260,225,Valley Brook
1609869629797,269,Valley Brook
